Recording	Participant	TOI	Interval	clause_type	number	AOI	Stimulus	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Duration_of_first_fixation	Number_of_saccades_in_AOI
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 3	s4	330	330	1	330	0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	64	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 2	s3	167	167	1	167	0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 3	s4	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	65	sr	pp	Rectangle 4	s5	483	483	1	483	0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 1	s2	8	8	1	8	0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	66	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 1	s2	321	321	1	321	0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 1	s2	39	39	1	39	0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	67	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 1	s2	120	120	1	120	0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 1	s2	29	29	1	29	0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	68	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 2	s3	82	82	1	82	0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	69	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 2	s3	31	31	1	31	0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 2	s3	86	43	2	3	1
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 3	s4	133	133	1	133	0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	70	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	71	sr	pp	Rectangle 4	s5	366	366	1	366	0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	72	sr	pp,sp	Rectangle 4	s5	48	48	1	48	0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle	s1	14	14	1	14	0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle	s1	300	300	1	300	0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	73	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle	s1	3	3	1	3	0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle	s1	34	34	1	34	0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 1	s2	158	158	1	158	0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	74	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 1	s2	39	39	1	39	0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 1	s2	53	53	1	53	0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 2	s3	333	83	4	133	3
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	75	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 3	s4	236	236	1	236	0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 3	s4	14	14	1	14	0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	76	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 4	s5	397	397	1	397	0
Recording1	Test Participant 1	Stimulus	77	sr	sp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Stimulus	78	sr	sp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Stimulus	78	sr	sp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Stimulus	78	sr	sp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Stimulus	78	sr	sp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Stimulus	78	sr	sp	Rectangle 4	s5	50	50	1	50	0
Recording1	Test Participant 1	Eye Tracker Items.010	1	sr	ss	Rectangle	s1	280	280	1	280	0
Recording1	Test Participant 1	Eye Tracker Items.010	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.010	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.010	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.010	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.011	1	sr	ss	Rectangle	s1	303	303	1	303	0
Recording1	Test Participant 1	Eye Tracker Items.011	1	sr	ss	Rectangle 1	s2	147	147	1	147	0
Recording1	Test Participant 1	Eye Tracker Items.011	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.011	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.011	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.012	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.012	1	sr	ss	Rectangle 1	s2	220	220	1	220	0
Recording1	Test Participant 1	Eye Tracker Items.012	1	sr	ss	Rectangle 2	s3	130	130	1	130	0
Recording1	Test Participant 1	Eye Tracker Items.012	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.012	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.013	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.013	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.013	1	sr	ss	Rectangle 2	s3	400	133	3	153	2
Recording1	Test Participant 1	Eye Tracker Items.013	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.013	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.014	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.014	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.014	1	sr	ss	Rectangle 2	s3	53	53	1	53	0
Recording1	Test Participant 1	Eye Tracker Items.014	1	sr	ss	Rectangle 3	s4	300	300	1	300	0
Recording1	Test Participant 1	Eye Tracker Items.014	1	sr	ss	Rectangle 4	s5	30	30	1	30	0
Recording1	Test Participant 1	Eye Tracker Items.015	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.015	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.015	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.015	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.015	1	sr	ss	Rectangle 4	s5	550	275	2	170	1
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle	s1	64	64	1	64	0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.024	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle	s1	186	186	1	186	0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 1	s2	180	180	1	180	0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.025	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 1	s2	170	170	1	170	0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 2	s3	64	64	1	64	0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.026	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 2	s3	333	111	3	103	2
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.027	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 2	s3	103	103	1	103	0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 3	s4	447	223	2	200	0
Recording1	Test Participant 1	Eye Tracker Items.028	1	sr	ss	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 3	s4	133	67	2	86	0
Recording1	Test Participant 1	Eye Tracker Items.029	1	sr	ss	Rectangle 4	s5	417	208	2	200	1
Recording1	Test Participant 1	Eye Tracker Items.039	1	sr	pp	Rectangle	s1	147	147	1	147	0
Recording1	Test Participant 1	Eye Tracker Items.039	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.039	1	sr	pp	Rectangle 2	s3	153	153	1	153	0
Recording1	Test Participant 1	Eye Tracker Items.039	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.039	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.040	1	sr	pp	Rectangle	s1	170	170	1	170	0
Recording1	Test Participant 1	Eye Tracker Items.040	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.040	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.040	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.040	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.041	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.041	1	sr	pp	Rectangle 1	s2	247	247	1	247	0
Recording1	Test Participant 1	Eye Tracker Items.041	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.041	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.041	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.042	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.042	1	sr	pp	Rectangle 1	s2	3	3	1	3	0
Recording1	Test Participant 1	Eye Tracker Items.042	1	sr	pp	Rectangle 2	s3	297	148	2	133	0
Recording1	Test Participant 1	Eye Tracker Items.042	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.042	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.043	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.043	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.043	1	sr	pp	Rectangle 2	s3	70	70	1	70	0
Recording1	Test Participant 1	Eye Tracker Items.043	1	sr	pp	Rectangle 3	s4	333	333	1	333	0
Recording1	Test Participant 1	Eye Tracker Items.043	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.044	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.044	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.044	1	sr	pp	Rectangle 2	s3	167	167	1	167	0
Recording1	Test Participant 1	Eye Tracker Items.044	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.044	1	sr	pp	Rectangle 4	s5	483	483	1	483	0
Recording1	Test Participant 1	Eye Tracker Items.046	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.046	1	sr	pp	Rectangle 1	s2	47	47	1	47	0
Recording1	Test Participant 1	Eye Tracker Items.046	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.046	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.046	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.047	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.047	1	sr	pp	Rectangle 1	s2	350	350	1	350	0
Recording1	Test Participant 1	Eye Tracker Items.047	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.047	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.047	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.048	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.048	1	sr	pp	Rectangle 1	s2	120	120	1	120	0
Recording1	Test Participant 1	Eye Tracker Items.048	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.048	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.048	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.049	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.049	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.049	1	sr	pp	Rectangle 2	s3	114	114	1	114	0
Recording1	Test Participant 1	Eye Tracker Items.049	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.049	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.050	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.050	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.050	1	sr	pp	Rectangle 2	s3	86	43	2	3	1
Recording1	Test Participant 1	Eye Tracker Items.050	1	sr	pp	Rectangle 3	s4	133	133	1	133	0
Recording1	Test Participant 1	Eye Tracker Items.050	1	sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.051	1	sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.051	1	sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.051	1	sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.051	1	sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.051	1	sr	pp	Rectangle 4	s5	414	414	1	414	0
Recording1	Test Participant 1	Eye Tracker Items.053	1	or,sr	pp	Rectangle	s1	364	364	1	364	0
Recording1	Test Participant 1	Eye Tracker Items.053	1	or,sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.053	1	or,sr	pp	Rectangle 2	s3	86	86	1	86	0
Recording1	Test Participant 1	Eye Tracker Items.053	1	or,sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.053	1	or,sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	or,sr	pp	Rectangle	s1	236	236	1	236	0
Recording1	Test Participant 1	Eye Tracker Items.054	1	or,sr	pp	Rectangle 1	s2	247	247	1	247	0
Recording1	Test Participant 1	Eye Tracker Items.054	1	or,sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	or,sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.054	1	or,sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	or,sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	or,sr	pp	Rectangle 1	s2	120	120	1	120	0
Recording1	Test Participant 1	Eye Tracker Items.055	1	or,sr	pp	Rectangle 2	s3	30	30	1	30	0
Recording1	Test Participant 1	Eye Tracker Items.055	1	or,sr	pp	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.055	1	or,sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	or,sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	or,sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.056	1	or,sr	pp	Rectangle 2	s3	286	286	1	286	0
Recording1	Test Participant 1	Eye Tracker Items.056	1	or,sr	pp	Rectangle 3	s4	14	14	1	14	0
Recording1	Test Participant 1	Eye Tracker Items.056	1	or,sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	or,sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	or,sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	or,sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.057	1	or,sr	pp	Rectangle 3	s4	400	200	2	253	1
Recording1	Test Participant 1	Eye Tracker Items.057	1	or,sr	pp	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	or,sr	pp	Rectangle	s1	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	or,sr	pp	Rectangle 1	s2	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	or,sr	pp	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Eye Tracker Items.058	1	or,sr	pp	Rectangle 3	s4	120	120	1	120	0
Recording1	Test Participant 1	Eye Tracker Items.058	1	or,sr	pp	Rectangle 4	s5	397	397	1	397	0
