Recording	Participant	TOI	Interval	clause_type	number	AOI	stimulus	Total_duration_of_fixations	Average_duration_of_fixations	Number_of_fixations	Duration_of_first_fixation	Number_of_saccades_in_AOI
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	175	175	1	175	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	133	133	1	133	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	392	196	2	158	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	33	33	1	33	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	8	8	1	8	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	283	283	1	283	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	158	158	1	158	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	525	263	2	159	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 2	s3	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	767	256	3	359	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	249	125	2	141	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s3	175	175	1	175	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	533	267	2	300	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	133	133	1	133	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	233	117	2	183	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	233	117	2	233	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	117	117	1	117	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	58	58	1	58	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 3	s4	392	196	2	125	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	108	108	1	108	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	758	253	3	358	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s4	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	25	25	1	25	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	317	317	1	317	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	617	308	2	359	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	283	283	1	283	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	533	267	2	125	1
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	0		0		0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 4	s5	8	8	1	8	0
Recording1	Test Participant 1	Entire Recording	1	or,sr,filler,practice	ss,pp,sp,ps	Rectangle 5	s5	0		0		0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle	s1	751	751	1	751	0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle 1	s1	751	751	1	751	0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle 2	s2	150	150	1	150	0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle 3	s3	0		0		0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle 4	s4	0		0		0
Recording2	Test Participant 1	Stimulus	7	practice		Rectangle 5	s5	136	136	1	136	0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle	s1	119	119	1	119	0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle	s1	47	47	1	47	0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 1	s2	249	249	1	249	0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 1	s1	47	47	1	47	0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 2	s2	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 3	s3	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 4	s4	0		0		0
Recording2	Test Participant 1	Stimulus	8	practice		Rectangle 5	s5	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 1	s2	1	1	1	1	0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 2	s3	317	317	1	317	0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 3	s4	56	56	1	56	0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	9	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 3	s4	369	184	2	136	1
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 3	s4	42	42	1	42	0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 4	s5	3	3	1	3	0
Recording2	Test Participant 1	Stimulus	10	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 4	s5	45	45	1	45	0
Recording2	Test Participant 1	Stimulus	11	practice		Rectangle 4	s5	387	193	2	136	1
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle	s1	827	827	1	827	0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 1	s1	827	827	1	827	0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 2	s2	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 3	s3	117	117	1	117	0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 4	s5	46	46	1	46	0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 4	s4	0		0		0
Recording2	Test Participant 1	Stimulus	12	practice		Rectangle 5	s5	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle	s1	2	2	1	2	0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle	s1	37	37	1	37	0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 1	s2	267	267	1	267	0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 1	s1	37	37	1	37	0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 2	s2	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 3	s3	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 4	s4	0		0		0
Recording2	Test Participant 1	Stimulus	13	practice		Rectangle 5	s5	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 2	s3	195	195	1	195	0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	14	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 2	s3	19	19	1	19	0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 2	s3	36	36	1	36	0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 3	s4	233	233	1	233	0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	15	practice		Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 4	s5	31	31	1	31	0
Recording2	Test Participant 1	Stimulus	16	practice		Rectangle 4	s5	284	142	2	186	1
Recording2	Test Participant 1	Stimulus	17	practice		Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	17	practice		Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	17	practice		Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	17	practice		Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	17	practice		Rectangle 4	s5	32	32	1	32	0
Recording2	Test Participant 1	Stimulus	35	or,sr	sp,ps	Rectangle	s1	228	228	1	228	0
Recording2	Test Participant 1	Stimulus	35	or,sr	sp,ps	Rectangle 1	s2	186	186	1	186	0
Recording2	Test Participant 1	Stimulus	35	or,sr	sp,ps	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	35	or,sr	sp,ps	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	35	or,sr	sp,ps	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle	s1	286	286	1	286	0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle	s1	36	36	1	36	0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 1	s2	156	156	1	156	0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	36	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 1	s2	286	286	1	286	0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 1	s2	41	41	1	41	0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 2	s3	73	73	1	73	0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	37	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 2	s3	42	42	1	42	0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 2	s3	336	168	2	119	1
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 3	s4	68	68	1	68	0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	38	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 3	s4	433	144	3	169	2
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 3	s4	30	30	1	30	0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	39	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 3	s4	152	152	1	152	0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 3	s4	34	34	1	34	0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 4	s5	300	300	1	300	0
Recording2	Test Participant 1	Stimulus	40	sr	sp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	41	or,sr	pp,sp	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	41	or,sr	pp,sp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	41	or,sr	pp,sp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	41	or,sr	pp,sp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	41	or,sr	pp,sp	Rectangle 4	s5	47	47	1	47	0
Recording2	Test Participant 1	Stimulus	47	or,sr	ss,pp	Rectangle	s1	336	336	1	336	0
Recording2	Test Participant 1	Stimulus	47	or,sr	ss,pp	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	47	or,sr	ss,pp	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	47	or,sr	ss,pp	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	47	or,sr	ss,pp	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle	s1	30	30	1	30	0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle	s1	369	369	1	369	0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 1	s2	31	31	1	31	0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	48	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 1	s2	369	369	1	369	0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 1	s2	33	33	1	33	0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	49	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 2	s3	332	332	1	332	0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 2	s3	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 3	s4	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	50	sr	ss	Rectangle 4	s5	0		0		0
Recording2	Test Participant 1	Stimulus	51	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	51	sr	ss	Rectangle	s1	0		0		0
Recording2	Test Participant 1	Stimulus	51	sr	ss	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	51	sr	ss	Rectangle 1	s2	0		0		0
Recording2	Test Participant 1	Stimulus	51	sr	ss	Rectangle 2	s3	32	32	1	32	0
